ID,Asset Name,Lat,Long,Business Category,Risk Rating,RiskFactors,Year
3719,Smith-Woods,49.88307,-119.48568,Healthcare,0.11,"{""Wildfire"": 0.11}",2040
3720,Torres-Sanchez,42.8334,-80.38297,Finance,0.6,"{""Extreme heat"": 0.41, ""Volcano"": 0.15, ""Wildfire"": 0.04}",2060
3721,Alvarez Inc,42.8334,-80.38297,Energy,0.08,"{""Hurricane"": 0.05, ""Drought"": 0.03}",2050
3722,Skinner-Rojas,50.26729,-119.27337,Manufacturing,0.34,"{""Extreme cold"": 0.08, ""Volcano"": 0.02, ""Drought"": 0.07, ""Hurricane"": 0.01, ""Extreme heat"": 0.03, ""Earthquake"": 0.03, ""Flooding"": 0.06, ""Tornado"": 0.02, ""Wildfire"": 0.02}",2030
3723,Wiley Ltd,45.4473,-73.75335,Finance,0.79,"{""Flooding"": 0.45, ""Sea level rise"": 0.03, ""Tornado"": 0.31}",2070
3724,"Higgins, Brown and Vaughn",53.51684,-113.3187,Manufacturing,0.69,"{""Sea level rise"": 0.060000000000000005, ""Drought"": 0.04, ""Flooding"": 0.11, ""Tornado"": 0.08, ""Earthquake"": 0.05, ""Extreme cold"": 0.08, ""Wildfire"": 0.1, ""Hurricane"": 0.17}",2070
3725,"Harrison, Meza and Rios",42.8334,-80.38297,Retail,0.15,"{""Volcano"": 0.07, ""Drought"": 0.08}",2070
3726,"Higgins, Brown and Vaughn",45.4473,-73.75335,Technology,0.87,"{""Flooding"": 0.26, ""Volcano"": 0.61}",2040
3727,"Marks, Garrett and Cummings",43.86682,-79.2663,Healthcare,0.84,"{""Drought"": 0.02, ""Volcano"": 0.04, ""Earthquake"": 0.04, ""Extreme cold"": 0.2, ""Hurricane"": 0.17, ""Extreme heat"": 0.19, ""Wildfire"": 0.03, ""Tornado"": 0.15}",2050
3728,Alvarez Inc,46.1351,-60.1831,Healthcare,0.85,"{""Drought"": 0.04, ""Extreme cold"": 0.25, ""Flooding"": 0.27, ""Tornado"": 0.12, ""Wildfire"": 0.17}",2030
3729,"Hall, Meadows and Anderson",49.88307,-119.48568,Energy,0.14,"{""Drought"": 0.01, ""Extreme heat"": 0.03, ""Earthquake"": 0.03, ""Sea level rise"": 0.0, ""Hurricane"": 0.03, ""Volcano"": 0.03, ""Tornado"": 0.0, ""Flooding"": 0.01}",2040
3730,"Kelley, Barnes and Hutchinson",43.86682,-79.2663,Finance,0.29,"{""Earthquake"": 0.019999999999999997, ""Drought"": 0.05, ""Wildfire"": 0.05, ""Hurricane"": 0.04, ""Extreme heat"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.02, ""Extreme cold"": 0.06, ""Flooding"": 0.01, ""Sea level rise"": 0.01}",2070
3731,"Davis, Allen and Rivera",45.43341,-73.86586,Technology,0.51,"{""Flooding"": 0.04, ""Tornado"": 0.07, ""Earthquake"": 0.04, ""Extreme cold"": 0.13, ""Wildfire"": 0.09, ""Drought"": 0.14}",2070
3732,Thomas-Chavez,45.43341,-73.86586,Manufacturing,0.31,"{""Drought"": 0.1, ""Sea level rise"": 0.09, ""Hurricane"": 0.08, ""Extreme heat"": 0.04}",2070
3733,Jimenez-Gallegos,53.51684,-113.3187,Manufacturing,0.49,"{""Extreme heat"": 0.02, ""Hurricane"": 0.47}",2030
3734,Norton-Spencer,45.44868,-73.81669,Energy,0.11,"{""Tornado"": 0.04, ""Earthquake"": 0.04, ""Wildfire"": 0.03}",2040
3735,Vega-Huffman,42.8334,-80.38297,Energy,0.05,"{""Earthquake"": 0.01, ""Hurricane"": 0.02, ""Volcano"": 0.01, ""Drought"": 0.01}",2060
3736,Reid-Sherman,46.23899,-63.13414,Retail,0.45,"{""Volcano"": 0.09, ""Extreme heat"": 0.11, ""Hurricane"": 0.05, ""Sea level rise"": 0.05, ""Flooding"": 0.04, ""Drought"": 0.07, ""Wildfire"": 0.04}",2030
3737,Williams Group,42.8334,-80.38297,Finance,0.12,"{""Extreme heat"": 0.01, ""Hurricane"": 0.02, ""Wildfire"": 0.02, ""Tornado"": 0.02, ""Flooding"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.0, ""Drought"": 0.02, ""Sea level rise"": 0.01}",2060
3738,"Watson, Evans and Smith",42.8334,-80.38297,Healthcare,0.99,"{""Earthquake"": 0.19, ""Wildfire"": 0.12, ""Extreme cold"": 0.07, ""Volcano"": 0.07, ""Tornado"": 0.17, ""Sea level rise"": 0.02, ""Extreme heat"": 0.1, ""Flooding"": 0.04, ""Drought"": 0.15, ""Hurricane"": 0.06}",2070
3739,"Fox, Daniel and Coleman",43.86682,-79.2663,Manufacturing,0.47,"{""Extreme cold"": 0.47}",2040
3740,"Washington, Rogers and Morrison",45.40008,-73.58248,Healthcare,0.19,"{""Earthquake"": 0.0, ""Extreme heat"": 0.07, ""Hurricane"": 0.05, ""Flooding"": 0.01, ""Wildfire"": 0.06}",2050
3741,"Taylor, Mitchell and Ward",45.44868,-73.81669,Finance,0.87,"{""Tornado"": 0.09000000000000001, ""Extreme cold"": 0.62, ""Drought"": 0.07, ""Hurricane"": 0.09}",2040
3742,Flynn-Anderson,46.23899,-63.13414,Healthcare,0.59,"{""Sea level rise"": 0.3, ""Earthquake"": 0.29}",2070
3743,"Taylor, Mitchell and Ward",53.51684,-113.3187,Finance,0.03,"{""Flooding"": 0.03}",2040
3744,"Taylor, Mitchell and Ward",53.51684,-113.3187,Healthcare,0.04,"{""Extreme cold"": 0.02, ""Earthquake"": 0.02}",2040
3745,"Kelley, Barnes and Hutchinson",45.43341,-73.86586,Technology,0.41,"{""Tornado"": 0.41}",2060
3746,Willis-Newman,42.8334,-80.38297,Finance,0.62,"{""Extreme heat"": 0.13, ""Earthquake"": 0.14, ""Wildfire"": 0.05, ""Extreme cold"": 0.05, ""Flooding"": 0.16, ""Volcano"": 0.09}",2070
3747,Smith-Woods,49.88307,-119.48568,Technology,0.1,"{""Extreme heat"": 0.02, ""Sea level rise"": 0.01, ""Volcano"": 0.01, ""Extreme cold"": 0.0, ""Wildfire"": 0.01, ""Flooding"": 0.02, ""Drought"": 0.0, ""Hurricane"": 0.01, ""Tornado"": 0.02, ""Earthquake"": 0.0}",2070
3748,Smith-Woods,53.51684,-113.3187,Finance,0.25,"{""Wildfire"": 0.12000000000000001, ""Tornado"": 0.12, ""Earthquake"": 0.01}",2060
3749,Ware PLC,45.40008,-73.58248,Finance,0.44,"{""Volcano"": 0.25, ""Extreme cold"": 0.19}",2060
3750,"Walker, Hogan and Mendez",49.88307,-119.48568,Healthcare,0.35,"{""Wildfire"": 0.05, ""Sea level rise"": 0.05, ""Flooding"": 0.05, ""Earthquake"": 0.01, ""Drought"": 0.06, ""Volcano"": 0.07, ""Extreme heat"": 0.02, ""Tornado"": 0.04}",2050
3751,Miller-Norris,45.44868,-73.81669,Manufacturing,0.82,"{""Earthquake"": 0.19, ""Extreme cold"": 0.03, ""Volcano"": 0.05, ""Tornado"": 0.11, ""Hurricane"": 0.01, ""Drought"": 0.01, ""Sea level rise"": 0.06, ""Extreme heat"": 0.12, ""Wildfire"": 0.24}",2040
3752,Good-Lewis,53.51684,-113.3187,Finance,0.62,"{""Extreme cold"": 0.019999999999999997, ""Sea level rise"": 0.07, ""Earthquake"": 0.09, ""Wildfire"": 0.06, ""Hurricane"": 0.04, ""Drought"": 0.09, ""Flooding"": 0.08, ""Extreme heat"": 0.01, ""Volcano"": 0.16}",2070
3753,"Walker, Hogan and Mendez",45.40008,-73.58248,Technology,0.6,"{""Earthquake"": 0.12, ""Wildfire"": 0.07, ""Extreme heat"": 0.04, ""Flooding"": 0.11, ""Drought"": 0.05, ""Tornado"": 0.04, ""Hurricane"": 0.02, ""Sea level rise"": 0.12, ""Volcano"": 0.03}",2030
3754,Kemp-Anderson,46.23899,-63.13414,Energy,0.9,"{""Tornado"": 0.21, ""Drought"": 0.14, ""Extreme heat"": 0.18, ""Flooding"": 0.14, ""Volcano"": 0.23}",2030
3755,"Walker, Hogan and Mendez",53.51684,-113.3187,Healthcare,0.38,"{""Drought"": 0.02, ""Hurricane"": 0.18, ""Extreme cold"": 0.02, ""Volcano"": 0.01, ""Tornado"": 0.09, ""Extreme heat"": 0.06}",2030
3756,Kemp-Anderson,53.51684,-113.3187,Technology,0.25,"{""Volcano"": 0.25}",2030
3757,"Mcknight, Beasley and Stewart",45.43341,-73.86586,Finance,0.23,"{""Earthquake"": 0.06, ""Wildfire"": 0.06, ""Volcano"": 0.04, ""Flooding"": 0.02, ""Extreme heat"": 0.05}",2030
3758,Ware PLC,49.88307,-119.48568,Retail,0.38,"{""Earthquake"": 0.02, ""Volcano"": 0.03, ""Drought"": 0.07, ""Extreme heat"": 0.06, ""Extreme cold"": 0.07, ""Tornado"": 0.06, ""Wildfire"": 0.07}",2030
3759,Pittman PLC,53.51684,-113.3187,Retail,0.36,"{""Tornado"": 0.03, ""Sea level rise"": 0.11, ""Flooding"": 0.03, ""Volcano"": 0.09, ""Wildfire"": 0.05, ""Drought"": 0.01, ""Extreme cold"": 0.04}",2050
3760,Stewart PLC,53.51684,-113.3187,Finance,0.05,"{""Extreme heat"": 0.05}",2070
3761,Guzman Ltd,46.23899,-63.13414,Manufacturing,0.66,"{""Flooding"": 0.02, ""Drought"": 0.09, ""Sea level rise"": 0.07, ""Volcano"": 0.04, ""Extreme cold"": 0.09, ""Earthquake"": 0.08, ""Extreme heat"": 0.06, ""Wildfire"": 0.11, ""Tornado"": 0.1}",2060
3762,Waller Ltd,45.4473,-73.75335,Retail,0.3,"{""Hurricane"": 0.05, ""Volcano"": 0.02, ""Earthquake"": 0.0, ""Tornado"": 0.05, ""Extreme cold"": 0.07, ""Sea level rise"": 0.02, ""Drought"": 0.08, ""Extreme heat"": 0.01}",2030
3763,Waller Ltd,43.86682,-79.2663,Healthcare,0.44,"{""Sea level rise"": 0.44}",2040
3764,Banks-Carlson,50.26729,-119.27337,Healthcare,0.67,"{""Earthquake"": 0.52, ""Sea level rise"": 0.15}",2030
3765,"Rodriguez, Roberts and Fuller",50.26729,-119.27337,Healthcare,0.15,"{""Flooding"": 0.03, ""Sea level rise"": 0.02, ""Extreme heat"": 0.02, ""Tornado"": 0.04, ""Earthquake"": 0.0, ""Wildfire"": 0.01, ""Volcano"": 0.03}",2040
3766,Banks-Carlson,49.88307,-119.48568,Healthcare,0.49,"{""Hurricane"": 0.07, ""Extreme cold"": 0.08, ""Drought"": 0.07, ""Tornado"": 0.0, ""Flooding"": 0.03, ""Earthquake"": 0.11, ""Volcano"": 0.13}",2030
3767,"Taylor, Mitchell and Ward",45.43341,-73.86586,Energy,0.61,"{""Volcano"": 0.05, ""Drought"": 0.28, ""Hurricane"": 0.28}",2070
3768,"Marks, Garrett and Cummings",45.43341,-73.86586,Healthcare,0.17,"{""Drought"": 0.02, ""Earthquake"": 0.02, ""Flooding"": 0.02, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Volcano"": 0.01, ""Extreme heat"": 0.02, ""Tornado"": 0.03, ""Extreme cold"": 0.0, ""Sea level rise"": 0.03}",2040
3769,Smith-Woods,46.1351,-60.1831,Finance,0.98,"{""Hurricane"": 0.36, ""Wildfire"": 0.49, ""Volcano"": 0.13}",2050
3770,Ware PLC,46.1351,-60.1831,Manufacturing,0.47,"{""Sea level rise"": 0.08, ""Wildfire"": 0.1, ""Hurricane"": 0.06, ""Extreme cold"": 0.09, ""Tornado"": 0.01, ""Flooding"": 0.04, ""Extreme heat"": 0.09}",2060
3771,"Landry, Molina and Green",45.4473,-73.75335,Energy,0.75,"{""Sea level rise"": 0.16, ""Drought"": 0.02, ""Volcano"": 0.02, ""Hurricane"": 0.09, ""Extreme heat"": 0.13, ""Wildfire"": 0.1, ""Flooding"": 0.08, ""Earthquake"": 0.15}",2030
3772,"Washington, Rogers and Morrison",45.43341,-73.86586,Healthcare,0.37,"{""Earthquake"": 0.03, ""Hurricane"": 0.04, ""Volcano"": 0.01, ""Wildfire"": 0.12, ""Extreme heat"": 0.13, ""Tornado"": 0.04}",2060
3773,"Walker, Hogan and Mendez",53.51684,-113.3187,Manufacturing,0.91,"{""Wildfire"": 0.08, ""Extreme cold"": 0.11, ""Tornado"": 0.17, ""Volcano"": 0.14, ""Earthquake"": 0.16, ""Sea level rise"": 0.01, ""Flooding"": 0.03, ""Hurricane"": 0.12, ""Extreme heat"": 0.03, ""Drought"": 0.06}",2050
3774,Patel-Brooks,45.40008,-73.58248,Finance,0.79,"{""Tornado"": 0.15000000000000002, ""Extreme cold"": 0.13, ""Volcano"": 0.08, ""Hurricane"": 0.1, ""Wildfire"": 0.03, ""Drought"": 0.18, ""Flooding"": 0.09, ""Extreme heat"": 0.03}",2050
3775,Duke Ltd,42.8334,-80.38297,Healthcare,0.52,"{""Earthquake"": 0.01, ""Tornado"": 0.04, ""Wildfire"": 0.03, ""Extreme heat"": 0.07, ""Volcano"": 0.08, ""Flooding"": 0.01, ""Sea level rise"": 0.07, ""Extreme cold"": 0.08, ""Hurricane"": 0.07, ""Drought"": 0.06}",2030
3776,Jones Ltd,50.26729,-119.27337,Retail,0.9,"{""Tornado"": 0.1, ""Volcano"": 0.22, ""Drought"": 0.18, ""Flooding"": 0.24, ""Extreme cold"": 0.16}",2050
3777,"Taylor, Mitchell and Ward",43.86682,-79.2663,Technology,0.47,"{""Tornado"": 0.16, ""Extreme cold"": 0.13, ""Extreme heat"": 0.01, ""Hurricane"": 0.03, ""Sea level rise"": 0.14}",2040
3778,Acevedo-Kennedy,50.26729,-119.27337,Manufacturing,0.27,"{""Flooding"": 0.07, ""Extreme cold"": 0.13, ""Hurricane"": 0.07}",2050
3779,Patel-Brooks,45.4473,-73.75335,Retail,0.69,"{""Earthquake"": 0.05, ""Extreme cold"": 0.15, ""Tornado"": 0.02, ""Hurricane"": 0.13, ""Sea level rise"": 0.09, ""Extreme heat"": 0.07, ""Flooding"": 0.18}",2030
3780,Jones Ltd,43.86682,-79.2663,Energy,0.84,"{""Hurricane"": 0.57, ""Tornado"": 0.27}",2060
3781,"Fox, Daniel and Coleman",45.44868,-73.81669,Finance,0.32,"{""Wildfire"": 0.08, ""Sea level rise"": 0.06, ""Volcano"": 0.02, ""Earthquake"": 0.08, ""Extreme cold"": 0.02, ""Extreme heat"": 0.02, ""Hurricane"": 0.03, ""Tornado"": 0.01}",2040
3782,Reid-Sherman,50.26729,-119.27337,Energy,0.33,"{""Volcano"": 0.05, ""Wildfire"": 0.02, ""Flooding"": 0.15, ""Earthquake"": 0.11}",2070
3783,"Landry, Molina and Green",46.23899,-63.13414,Manufacturing,0.46,"{""Flooding"": 0.06999999999999999, ""Volcano"": 0.15, ""Earthquake"": 0.05, ""Sea level rise"": 0.03, ""Tornado"": 0.03, ""Drought"": 0.07, ""Extreme heat"": 0.06}",2050
3784,Gray-Evans,43.86682,-79.2663,Energy,0.82,"{""Flooding"": 0.42, ""Drought"": 0.4}",2060
3785,Kemp-Anderson,49.88307,-119.48568,Energy,0.72,"{""Extreme heat"": 0.72}",2040
3786,"Mcpherson, Simmons and Simpson",53.51684,-113.3187,Manufacturing,0.94,"{""Sea level rise"": 0.18, ""Flooding"": 0.56, ""Tornado"": 0.2}",2040
3787,Waller Ltd,46.23899,-63.13414,Energy,0.02,"{""Flooding"": 0.01, ""Sea level rise"": 0.0, ""Extreme heat"": 0.01}",2040
3788,Patel-Brooks,53.51684,-113.3187,Energy,0.75,"{""Tornado"": 0.2, ""Flooding"": 0.08, ""Earthquake"": 0.13, ""Drought"": 0.16, ""Sea level rise"": 0.0, ""Hurricane"": 0.18}",2070
3789,"Mcpherson, Simmons and Simpson",42.8334,-80.38297,Manufacturing,0.05,"{""Drought"": 0.0, ""Sea level rise"": 0.0, ""Flooding"": 0.01, ""Volcano"": 0.01, ""Extreme cold"": 0.01, ""Tornado"": 0.0, ""Wildfire"": 0.01, ""Hurricane"": 0.01}",2030
3790,"Taylor, Mitchell and Ward",53.51684,-113.3187,Energy,0.15,"{""Tornado"": 0.0, ""Extreme heat"": 0.02, ""Wildfire"": 0.01, ""Earthquake"": 0.04, ""Flooding"": 0.02, ""Drought"": 0.01, ""Volcano"": 0.03, ""Extreme cold"": 0.02}",2070
3791,Flynn-Anderson,46.23899,-63.13414,Finance,0.83,"{""Wildfire"": 0.18000000000000002, ""Earthquake"": 0.23, ""Extreme cold"": 0.06, ""Drought"": 0.06, ""Volcano"": 0.05, ""Hurricane"": 0.14, ""Sea level rise"": 0.03, ""Extreme heat"": 0.08}",2030
3792,"Roberts, Burke and Williams",49.88307,-119.48568,Manufacturing,0.68,"{""Sea level rise"": 0.060000000000000005, ""Flooding"": 0.11, ""Extreme heat"": 0.09, ""Earthquake"": 0.19, ""Wildfire"": 0.08, ""Volcano"": 0.0, ""Hurricane"": 0.04, ""Drought"": 0.02, ""Extreme cold"": 0.07, ""Tornado"": 0.02}",2060
3793,"Hooper, Evans and Merritt",43.86682,-79.2663,Retail,0.84,"{""Hurricane"": 0.15, ""Extreme cold"": 0.35, ""Extreme heat"": 0.33, ""Wildfire"": 0.01}",2040
3794,"Higgins, Brown and Vaughn",45.4473,-73.75335,Finance,0.98,"{""Earthquake"": 0.06, ""Hurricane"": 0.13, ""Flooding"": 0.43, ""Extreme heat"": 0.03, ""Volcano"": 0.3, ""Wildfire"": 0.03}",2050
3795,"Taylor, Mitchell and Ward",53.51684,-113.3187,Retail,0.7,"{""Drought"": 0.2, ""Extreme heat"": 0.18, ""Wildfire"": 0.15, ""Extreme cold"": 0.06, ""Volcano"": 0.06, ""Hurricane"": 0.05}",2040
3796,"Rodriguez, Roberts and Fuller",46.23899,-63.13414,Energy,0.11,"{""Volcano"": 0.01, ""Extreme cold"": 0.02, ""Extreme heat"": 0.03, ""Tornado"": 0.01, ""Wildfire"": 0.03, ""Flooding"": 0.01, ""Earthquake"": 0.0}",2060
3797,Campos and Sons,50.26729,-119.27337,Manufacturing,0.88,"{""Extreme heat"": 0.45, ""Volcano"": 0.26, ""Wildfire"": 0.17}",2060
3798,"Roberts, Burke and Williams",43.86682,-79.2663,Healthcare,0.51,"{""Extreme heat"": 0.13, ""Earthquake"": 0.08, ""Tornado"": 0.07, ""Sea level rise"": 0.01, ""Wildfire"": 0.13, ""Drought"": 0.01, ""Hurricane"": 0.08}",2040
3799,"Watson, Evans and Smith",45.44868,-73.81669,Retail,0.84,"{""Sea level rise"": 0.11, ""Wildfire"": 0.04, ""Flooding"": 0.13, ""Drought"": 0.13, ""Tornado"": 0.11, ""Volcano"": 0.04, ""Extreme heat"": 0.11, ""Extreme cold"": 0.01, ""Hurricane"": 0.07, ""Earthquake"": 0.09}",2040
3800,"Mcknight, Beasley and Stewart",45.44868,-73.81669,Finance,0.82,"{""Volcano"": 0.06999999999999999, ""Flooding"": 0.07, ""Tornado"": 0.08, ""Wildfire"": 0.06, ""Drought"": 0.11, ""Extreme cold"": 0.11, ""Earthquake"": 0.08, ""Hurricane"": 0.09, ""Sea level rise"": 0.13, ""Extreme heat"": 0.02}",2030
3801,Gray-Evans,45.4473,-73.75335,Manufacturing,0.37,"{""Earthquake"": 0.019999999999999997, ""Tornado"": 0.06, ""Wildfire"": 0.04, ""Extreme heat"": 0.02, ""Volcano"": 0.01, ""Extreme cold"": 0.06, ""Hurricane"": 0.05, ""Sea level rise"": 0.05, ""Drought"": 0.06}",2060
3802,Gross PLC,49.88307,-119.48568,Retail,0.51,"{""Tornado"": 0.17, ""Sea level rise"": 0.34}",2070
3803,Flynn-Anderson,45.40008,-73.58248,Retail,0.52,"{""Volcano"": 0.03, ""Earthquake"": 0.01, ""Sea level rise"": 0.07, ""Tornado"": 0.07, ""Extreme heat"": 0.07, ""Wildfire"": 0.05, ""Hurricane"": 0.02, ""Flooding"": 0.06, ""Extreme cold"": 0.06, ""Drought"": 0.08}",2060
3804,Jimenez-Gallegos,45.4473,-73.75335,Retail,0.42,"{""Sea level rise"": 0.13, ""Extreme cold"": 0.01, ""Tornado"": 0.12, ""Drought"": 0.04, ""Extreme heat"": 0.1, ""Earthquake"": 0.02}",2070
3805,Perez-Robertson,45.44868,-73.81669,Finance,0.92,"{""Tornado"": 0.25, ""Wildfire"": 0.05, ""Flooding"": 0.1, ""Extreme cold"": 0.15, ""Extreme heat"": 0.27, ""Drought"": 0.1}",2060
3806,Reid-Sherman,45.40008,-73.58248,Finance,0.44,"{""Extreme cold"": 0.37, ""Earthquake"": 0.07}",2060
3807,Acevedo-Kennedy,53.51684,-113.3187,Retail,0.35,"{""Earthquake"": 0.05, ""Flooding"": 0.08, ""Volcano"": 0.04, ""Hurricane"": 0.02, ""Extreme heat"": 0.04, ""Extreme cold"": 0.12}",2060
3808,Park and Sons,49.88307,-119.48568,Energy,0.64,"{""Extreme cold"": 0.06, ""Volcano"": 0.17, ""Wildfire"": 0.01, ""Hurricane"": 0.2, ""Flooding"": 0.2}",2050
3809,Torres-Sanchez,46.23899,-63.13414,Finance,0.93,"{""Flooding"": 0.049999999999999996, ""Extreme heat"": 0.13, ""Hurricane"": 0.07, ""Volcano"": 0.13, ""Extreme cold"": 0.02, ""Sea level rise"": 0.1, ""Drought"": 0.02, ""Wildfire"": 0.14, ""Tornado"": 0.12, ""Earthquake"": 0.15}",2030
3810,Wilkerson-Miranda,45.4473,-73.75335,Manufacturing,0.09,"{""Extreme cold"": 0.09, ""Hurricane"": 0.0}",2060
3811,"Marks, Garrett and Cummings",45.44868,-73.81669,Healthcare,0.45,"{""Sea level rise"": 0.05, ""Flooding"": 0.11, ""Drought"": 0.1, ""Extreme heat"": 0.09, ""Wildfire"": 0.04, ""Extreme cold"": 0.04, ""Hurricane"": 0.02}",2040
3812,"Marks, Garrett and Cummings",46.23899,-63.13414,Finance,0.62,"{""Tornado"": 0.47, ""Volcano"": 0.15}",2070
3813,Waller Ltd,45.4473,-73.75335,Energy,0.56,"{""Volcano"": 0.07, ""Earthquake"": 0.1, ""Tornado"": 0.03, ""Drought"": 0.06, ""Extreme cold"": 0.2, ""Extreme heat"": 0.08, ""Flooding"": 0.02}",2040
3814,Robertson-Petersen,46.1351,-60.1831,Manufacturing,0.33,"{""Wildfire"": 0.18, ""Drought"": 0.06, ""Earthquake"": 0.07, ""Extreme cold"": 0.02}",2070
3815,Miller-Norris,45.40008,-73.58248,Retail,0.5,"{""Volcano"": 0.04, ""Flooding"": 0.18, ""Extreme heat"": 0.01, ""Hurricane"": 0.08, ""Wildfire"": 0.05, ""Extreme cold"": 0.14}",2040
3816,Jones Ltd,50.26729,-119.27337,Manufacturing,0.68,"{""Earthquake"": 0.13999999999999999, ""Tornado"": 0.25, ""Extreme cold"": 0.19, ""Wildfire"": 0.07, ""Volcano"": 0.03}",2050
3817,Jones Ltd,45.40008,-73.58248,Finance,0.61,"{""Earthquake"": 0.18, ""Volcano"": 0.07, ""Wildfire"": 0.13, ""Tornado"": 0.23}",2060
3818,Anderson Group,46.23899,-63.13414,Finance,0.84,"{""Flooding"": 0.06999999999999999, ""Wildfire"": 0.16, ""Drought"": 0.13, ""Tornado"": 0.13, ""Extreme heat"": 0.09, ""Volcano"": 0.01, ""Hurricane"": 0.13, ""Sea level rise"": 0.12}",2040
3819,Patel-Brooks,49.88307,-119.48568,Finance,0.92,"{""Hurricane"": 0.13, ""Flooding"": 0.13, ""Extreme heat"": 0.03, ""Earthquake"": 0.06, ""Sea level rise"": 0.13, ""Volcano"": 0.02, ""Tornado"": 0.13, ""Extreme cold"": 0.15, ""Drought"": 0.14}",2050
3820,"Harrison, Meza and Rios",45.40008,-73.58248,Finance,0.68,"{""Flooding"": 0.68}",2040
3821,"Marks, Garrett and Cummings",45.40008,-73.58248,Manufacturing,0.47,"{""Sea level rise"": 0.47}",2050
3822,Vega-Huffman,53.51684,-113.3187,Technology,0.89,"{""Earthquake"": 0.11, ""Sea level rise"": 0.16, ""Wildfire"": 0.15, ""Extreme cold"": 0.17, ""Hurricane"": 0.05, ""Drought"": 0.01, ""Volcano"": 0.11, ""Extreme heat"": 0.13}",2060
3823,Wilkerson-Miranda,50.26729,-119.27337,Healthcare,0.58,"{""Earthquake"": 0.58}",2030
3824,Reid-Sherman,45.40008,-73.58248,Finance,0.96,"{""Extreme cold"": 0.06999999999999999, ""Earthquake"": 0.28, ""Extreme heat"": 0.61}",2030
3825,Thomas-Chavez,45.40008,-73.58248,Finance,0.31,"{""Hurricane"": 0.11, ""Volcano"": 0.03, ""Drought"": 0.04, ""Tornado"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.1}",2050
3826,"Taylor, Mitchell and Ward",53.51684,-113.3187,Retail,0.83,"{""Volcano"": 0.11, ""Wildfire"": 0.04, ""Extreme cold"": 0.14, ""Extreme heat"": 0.06, ""Earthquake"": 0.07, ""Drought"": 0.06, ""Hurricane"": 0.02, ""Flooding"": 0.13, ""Sea level rise"": 0.13, ""Tornado"": 0.07}",2060
3827,Rivera Inc,46.23899,-63.13414,Manufacturing,0.66,"{""Hurricane"": 0.15000000000000002, ""Volcano"": 0.06, ""Tornado"": 0.0, ""Extreme heat"": 0.12, ""Sea level rise"": 0.19, ""Drought"": 0.14}",2030
3828,Jimenez-Gallegos,43.86682,-79.2663,Technology,0.05,"{""Volcano"": 0.0, ""Earthquake"": 0.02, ""Hurricane"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.02, ""Wildfire"": 0.01, ""Extreme cold"": 0.0, ""Extreme heat"": 0.0}",2030
3829,Smith-Woods,49.88307,-119.48568,Energy,0.11,"{""Volcano"": 0.02, ""Wildfire"": 0.04, ""Drought"": 0.05}",2050
3830,"Mejia, Roberts and Gay",43.86682,-79.2663,Healthcare,0.7,"{""Hurricane"": 0.09, ""Tornado"": 0.25, ""Earthquake"": 0.36}",2030
3831,Strickland-Daniels,50.26729,-119.27337,Energy,0.48,"{""Flooding"": 0.08, ""Volcano"": 0.11, ""Extreme cold"": 0.11, ""Earthquake"": 0.13, ""Wildfire"": 0.05}",2070
3832,Alvarez Inc,45.43341,-73.86586,Manufacturing,0.33,"{""Tornado"": 0.09, ""Drought"": 0.11, ""Extreme heat"": 0.07, ""Volcano"": 0.06}",2070
3833,"Roberts, Burke and Williams",46.23899,-63.13414,Healthcare,0.29,"{""Drought"": 0.29}",2050
3834,Zuniga Inc,43.86682,-79.2663,Energy,0.92,"{""Volcano"": 0.46, ""Extreme cold"": 0.46}",2030
3835,Jimenez-Gallegos,43.86682,-79.2663,Retail,0.14,"{""Extreme heat"": 0.07, ""Volcano"": 0.07}",2050
3836,Banks-Carlson,46.1351,-60.1831,Technology,0.06,"{""Extreme heat"": 0.0, ""Hurricane"": 0.01, ""Extreme cold"": 0.0, ""Flooding"": 0.01, ""Sea level rise"": 0.01, ""Tornado"": 0.01, ""Volcano"": 0.01, ""Wildfire"": 0.01, ""Drought"": 0.0}",2030
3837,"Mcpherson, Simmons and Simpson",46.1351,-60.1831,Finance,0.69,"{""Earthquake"": 0.39, ""Hurricane"": 0.19, ""Tornado"": 0.11}",2040
3838,Jimenez-Gallegos,45.44868,-73.81669,Technology,0.44,"{""Sea level rise"": 0.39, ""Wildfire"": 0.05}",2040
3839,Ware PLC,49.88307,-119.48568,Technology,0.53,"{""Sea level rise"": 0.11, ""Drought"": 0.01, ""Wildfire"": 0.09, ""Flooding"": 0.02, ""Extreme heat"": 0.07, ""Earthquake"": 0.05, ""Hurricane"": 0.06, ""Extreme cold"": 0.03, ""Tornado"": 0.09, ""Volcano"": 0.0}",2040
3840,Martin-Jenkins,46.1351,-60.1831,Retail,0.1,"{""Extreme cold"": 0.01, ""Flooding"": 0.01, ""Wildfire"": 0.02, ""Hurricane"": 0.0, ""Drought"": 0.02, ""Earthquake"": 0.0, ""Sea level rise"": 0.01, ""Tornado"": 0.02, ""Volcano"": 0.01}",2040
